Employee_Id,JOB_TITLE,FULL_TIME_POSITION,Employer_Id
10055,Materials Engineer,Y,154
10056,Designer,Y,155
10057,SOFTWARE DEVELOPER,Y,156
10058,shipping logistics,Y,157
10059,Java Developer,Y,158
10060,Quality Control Analyst,Y,159
10061,Sr Software Engineer II ,Y,160
10062,Manager JC50,Y,161
10063,Pharmaceutical Chemist,Y,162
10064,Pharmaceutical Chemist,Y,163
10065,Chemist,Y,164
10066,DIRECTOR OF OPERATIONS,Y,165
10067,Senior Systems Analyst JC60,Y,166
10068,POSTDOCTORAL SCHOLAR,Y,167
10069,Software Developer II,Y,168
10070,Software Developer II,Y,169
10071,Senior Developer,Y,170
10072,Warehouse Developer,Y,171
10073,S3D ADMINISTRATOR,N,172
10074,SOFTWARE DEVELOPER,Y,173
10075,Assistant Professor,Y,174
10076,CONTINUOUS IMPROVEMENT ENGINEER,Y,175
10077,Senior Salesforce Developer,Y,176
10078,Senior QA Automation ,Y,177
10079,Associate,Y,178
10080,Staff Systems Test Engineer,Y,179
10081,Software Engineer II,Y,180
10082,SQL Developer,Y,181
10083,SOFTWARE DEVELOPER,Y,182
10084,Senior Bigdata Developer,Y,183
10085,"Senior Principal Engineer, Systems Engineering",Y,184
10086,QA Lead,Y,185
10087,Programmer Analyst,Y,186
10088,Senior Validation Engineers,Y,187
10089,SAP FICO,Y,188
10090,Programmer Analyst - II,Y,189
10091,Design Professional,Y,190
10092,IT Business Analyst,Y,191
10093,Design Professional,Y,192
10094,Business Intelligence Analyst,Y,193
10095,Cloud Solution Architect,Y,194
10096,Senior Network Engineer,Y,195
10097,DevOps Engineer,Y,196
10098,Senior Devops Engineer,Y,197
10099,Quality Control Analyst,Y,198
10100,Unix / Linux Administrator,Y,199
10101,Quality Control Analyst,Y,200
10102,Senior Technical Architect,Y,201
10103,Unix / Linux Administrator,Y,202
10104,Senior Data Analyst,Y,203
10105,Senior Data Engineer,Y,204
10106,Senior .Net Developer,Y,205
10107,Systems Analyst - III,Y,206
10108,Research Scientist,Y,207
10109,Graphic Designer - III,Y,208
10110,Senior Data Analyst,Y,209
10111,Staff Systems Test Engineer,Y,210
10112,SOFTWARE DEVELOPER,Y,211
10113,Electrical Engineer 3 - SCADA,Y,212
10114,SOFTWARE DEVELOPER,Y,213
10115,"Senior Backend Software Engineer, Payments",Y,214
10116,IT Manager,Y,215
10117,Marketing & Business Development Specialist ,Y,216
10118,Quality Control Analyst,Y,217
10119,Software Engineer,Y,218
10120,Software Developer,Y,219
10121,Data Integration Developer - ETL Developer,Y,220
10122,Web Application Developer,Y,221
10123,SOFTWARE DEVELOPER,Y,222
10124,Pilots,Y,223
10125,Senior Data Analyst,Y,224
10126,Architect Level 2 ,Y,225
10127,Senior Project Manager,Y,226
10128,Business Intelligence Developer III,Y,227
10129,"Staff Software Engineer, Esports Digital",Y,228
10130,Marketing & Business Development Specialist ,Y,229
10131,Project Manager - III,Y,230
10132,Java Developer,Y,231
10133,Software Engineer,Y,232
10134,Senior Project Manager,Y,233
10135,Senior Bigdata Developer,Y,234
10136,Quality Control Analyst,Y,235
10137,Senior Network Engineer,Y,236
10138,Specialty Development Consultant/Expert ,Y,237
10139,Pilot,Y,238
10140,Physician,Y,239
10141,QA Lead,Y,240
10142,Electrical Engineer 4 - SCADA,Y,241
10143,Music Therapist ,Y,242
10144,Product Manager,Y,243
10145,Database Administrator,Y,244
10146,Oracle/Sql Dba,Y,245
10147,SYSTEM ADMINISTRATOR,Y,246
10148,DevOps Engineer,Y,247
10149,Electrical Engineer 4,Y,248
10150,Project Manager - III,Y,249
10151,Senior ETL Developer,Y,250
10152,Senior Tibco Developer,Y,251
10153,Senior Project Manager,Y,252
10154,Music Therapist,Y,253
10155,SENIOR ACCOUNT MANAGER,Y,254
10156,Programmer Analyst - II,Y,255
10157,"Engineer 4, Software Development & Engineering",Y,256
10158,Quality Control Analyst,Y,257
10159,Microstrategy Architect,Y,258
10160,SAP FICO,Y,259
10161,Senior Tibco Developer,Y,260
10162,"Manager, Software Development 2",Y,261
10163,Software Engineer,Y,262
10164,"Specialist, Software Engineer",Y,263
10165,"Software Developers, Systems Software - KBGFJG116539-5",Y,264
10166,SENIOR MECHANICAL ENGINEER,Y,265
10167,Java Developer,Y,266
10168,Sr Staff Physical Design Engineer,Y,267
10169,Manager JC50 - Computer Systems Engineers,Y,268
10170,Computer Systems Analyst 3,Y,269
10171,SharePoint Developer,Y,270
10172,Software Engineer,Y,271
10173,Software Engineering SMTS,Y,272
10174,Research Database Administrator,Y,273
10175,Software Engineer,Y,274
10176,Senior Data Engineer,Y,275
10177,Software Developer/Solutions Consultant,Y,276
10178,Logistics and Shipping Analyst ,Y,277
10179,Business Operations Consultant,Y,278
10180,Senior Web Developer,Y,279
10181,Software Development Engineer III,Y,280
10182,Eng. Mgr. (Automation Integration Specialist)-KBGFJG133755-1,Y,281
10183,Senior International Creative Director,Y,282
10184,Silicon Engineer,Y,283
10185,Lead Architect-Wireless,Y,284
10186,Cybersecurity Engineer,Y,285
10187,Specialist Leader,Y,286
10188,"Software Developers, Applications -KBGFJG156575-1",Y,287
10189,Senior Manager Data Operations Engineer,Y,288
10190,Product Verification Engineer,Y,289
10191,Senior Consultant,Y,290
10192,"Engineer 3, Software Development & Engineering",Y,291
10193,PRPC ENGINEER 2,Y,292
10194,Industrial Design Team Lead,Y,293
10195,Technical Lead,Y,294
10196,Staff Software Engineer ,Y,295
10197,Principal Software Engineer,Y,296
10198,Software Engineer,Y,297
10199,Sr. Business System Analyst,Y,298
10200,"Sr. Engineer, Software/Info Platform",Y,299
10201,Product Manager III - Tech,Y,300
10202,Database Administrators - KBGFJG53661-13,Y,301
10203,Biomedical Engineer,Y,302
10204,Assistant Professor,Y,303
10205,Salesforce Senior Consultant,Y,304
10206,Integration Developer,Y,305
10207,"Manager II, Technical Project Management",Y,306
10208,Salesforce Developer,Y,307
10209,Principal BT Analyst I,Y,308
10210,Quality Control Analyst,Y,309
10211,SOFTWARE DEVELOPER,Y,310
10212,Vistex Solution Lead,Y,311
10213,Senior Solution Specialist,Y,312
10214,Senior Lead Business Systems Analyst,Y,313
10215,Software Engineer,Y,314
10216,POSTDOCTORAL SCHOLAR,Y,315
10217,Software Engineer II,Y,316
10218,Product Manager III,Y,317
10219,Sr. Software Engineer,Y,318
10220,Product Design Engineer,Y,319
10221,Technical Program Manager III ,Y,320
10222,HARDWARE DEVELOPER,Y,321
10223,Software Engineer ,Y,322
10224,Data Scientist,Y,323
10225,Production Engineer,Y,324
10226,Software Developer,Y,325
10227,Operations Research Analysts - KBGFJG148126-2,Y,326
10228,Senior Software Engineer ,Y,327
10229,Business Analyst,Y,328
10230,Architect,Y,329
10231,Assistant Research Scientist,Y,330
10232,"ERP Developer, Principal",Y,331
10233,Translator,Y,332
10234,System Development Engineer I,Y,333
10235,Medical Laboratory Scientist,Y,334
10236,Designer,Y,335
10237,Staff Product Engineer,Y,336
10238,Software Engineer,Y,337
10239,Software Engineer (20012.2586.15),Y,338
10240,PERFORMANCE ENGINEER,Y,339
10241,IT Consultant (API Developer),Y,340
10242,Software Developer,Y,341
10243,Technical Lead-Automotive/Mobile Software Development,Y,342
10244,Applications Consultant 3,Y,343
10245,SENIOR ASSOCIATE ,Y,344
10246,Analyst IV IT,Y,345
10247,"MANAGER, E2E VISIBILITY",Y,346
10248,Director of Quality and Regulatory,Y,347
10249,Regulatory Affairs Specialist,Y,348
10250,Assistant Vice President,Y,349
10251,VICE PRESIDENT,Y,350
10252,"Solution Architect, Pricing Applications",Y,351
10253,Software Engineer Marketing Automation,Y,352
10254,NETWORK SECURITY ENGINEER,Y,353
10255,Automation Engineer,Y,354
10256,Technical Team Lead,Y,355
10257,"Software Engineer, Lead 1405.139",Y,356
10258,Data Engineer,Y,357
10259,Software Engineer,Y,358
10260,Computer Specialist/System Support And Development Admin 4,Y,359
10261,NetSuite Developer,Y,360
10262,Sr. Configuration Management Engineer,Y,361
10263,IT Business Analysis Manager,Y,362
10264,SOFTWARE DEVELOPMENT ENGINEER,Y,363
10265,PROJECT MANAGER,Y,364
10266,Principal Engineer,Y,365
10267,Software Engineer   1615.66571,Y,366
10268,MANUFACTURING CONTROLS DEVELOPMENT ENGINEER,Y,367
10269,SENIOR PRINCIPAL CONSULTANT,Y,368
10270,"Architect, Electronics",Y,369
10271,Sr. Systems Engineer,Y,370
10272,"Manager, Development",Y,371
10273,Software Engineer,Y,372
10274,SOFTWARE ENGINEER,Y,373
10275,Quality Engineer II,Y,374
10276,Site Reliability Engineer,Y,375
10277,SYSTEMS ANALYST,Y,376
10278,Unix / Linux Administrator,Y,377
10279,Infrastructure Lead/ Storage SME,N,378
10280,Software Developer,Y,379
10281,Lead Machine Learning Engineer,Y,380
10282,Business Program Manager,Y,381
10283,System Medical Director Addiction Services,Y,382
10284,Solution Specialist,Y,383
10285,Supply Chain Manager,Y,384
10286,"Director, E-Commerce Systems",Y,385
10287,Computer Systems Analysts - KBOEYTEST10993-22,Y,386
10288,Senior Software Engineer ,Y,387
10289,Chief Financial Officer,Y,388
10290,Software Engineer,Y,389
10291,Research Analyst,Y,390
10292,Software Engineer,N,391
10293,Software Engineer,Y,392
10294,Product Designer,Y,393
10295,"Customer Engineer, Analytics 1615.66269",Y,394
10296,Technical Design Expert,Y,395
10297,Veterinarian,Y,396
10298,Test Consultant 2,Y,397
10299,Nursery Site Leader,Y,398
10300,Principal Software Engineer/Developer,Y,399
10301,"Senior Manager, Marketing Operations",Y,400
10302,Principal - Business Consulting ,Y,401
10303,SAP SD Consultant,Y,402
10304,Senior QA Engineer,Y,403
10305,DESIGN PROJECT MANAGER,Y,404
10306,Designer,Y,405
10307,"Lead Associate, Compliance Risk and Diligence",Y,406
10308,SOFTWARE DEVELOPER,Y,407
10309,Senior Systems Analyst,Y,408
10310,Software Engineer,Y,409
10311,Postdoctoral Fellow,Y,410
10312,Business Intelligence Analyst,Y,411
10313,Laboratory Technologist - Evening Shift Supervisor,Y,412
10314,Application Support Analyst,Y,413
10315,SENIOR DEVELOPER,Y,414
10316,QA Engineer ,Y,415
10317,Senior Product Analyst,Y,416
10318,Technical Lead,Y,417
10319,Software Engineer,Y,418
10320,Design Verification Engineer,Y,419
10321,Accountants and Auditors - KBGFJG01894-13,Y,420
10322,Managing Director,Y,421
10323,"Senior Staff Engineer, Hardware & Silicon Validation",Y,422
10324,Chief Collaboration Officer,Y,423
10325,Robotic Process Automation Developer,Y,424
10326,Senior Software Developer,Y,425
10327,SmartPlant 3D Developer,Y,426
10328,Engineering Technical Leader - CAS-66187-F5Z8C0,Y,427
10329,Data Scientist,Y,428
10330,Component Design Engineer,Y,429
10331,Intelligent Application Senior Consultant,Y,430
10332,SOFTWARE ENGINEER,Y,431
10333,"Sr. Manager, Order to Ship",Y,432
10334,Senior Applications Developer,Y,433
10335,STS Lead Vacuum Engineer,Y,434
10336,"Senior Engineer, Robotics Engineering",Y,435
10337,Specialist - Technology,Y,436
10338,Business Systems Analyst 2,Y,437
10339,Software Developer,Y,438
10340,CLOUD ENGINEER,Y,439
10341,Talent Acquisition Manager Lifescience/ Business Development,N,440
10342,Software Development Engineer,Y,441
10343,"Senior Specialist III, Technical Project Management",Y,442
10344,Software Engineer,Y,443
10345,Sr. DevOps Engineer,Y,444
10346,Director of Dental Admissions,Y,445
10347,Economist I,Y,446
10348,Information Security Analysts - KBGFJG162055-1,Y,447
10349,Software Developer,N,448
10350,Engineer III - Electronics,Y,449
10351,Solution Architect 3,Y,450
10352,Software Developer,Y,451
10353,Microbiologist,Y,452
10354,Senior Product Security Engineer,Y,453
10355,ASSOCIATE APPLICATION SECURITY ENGINEER,Y,454
10356,Full Stack Software Engineer - Rails & React,Y,455
10357,Technology Project Manager,Y,456
10358,Designer ,Y,457
10359,Cloud Engineer,Y,458
10360,SENIOR TECHNICAL PROJECT MANAGER,Y,459
10361,Elementary Bilingual Teacher ,Y,460
10362,Software Developer,Y,461
10363,Software Engineering Manager,Y,462
10364,Manager,Y,463
10365,Senior Data Engineer,Y,464
10366,Software Developer,Y,465
10367,QA Engineer,Y,466
10368,Business Systems Analyst 2,Y,467
10369,Software Engineer,Y,468
10370,DENTIST,N,469
10371,Consultant,Y,470
10372,"Senior Staff Engineer, Product Software (20521.170.8)",Y,471
10373,Data Solution Engineer IV,Y,472
10374,Software Engineer,Y,473
10375,Software Engineer,Y,474
10376,SOFTWARE DEVELOPER,Y,475
10377,Software  Developer,Y,476
10378,Data Engineer,Y,477
10379,Component Design Engineer,Y,478
10380,Internal Controls Analyst II,Y,479
10381,Product Manager III - Technical,Y,480
10382,Product Manager,Y,481
10383,RPA Developer,Y,482
10384,DATABASE ADMINISTRATOR,Y,483
10385,Technology Architect - US ,Y,484
10386,Applications Consultant 3,Y,485
10387,Senior Product Manager,Y,486
10388,BIM Sr. Engineer,Y,487
10389,Consultant ,Y,488
10390,Distribution Operations Manager,Y,489
10391,Software Developer,Y,490
10392,Maximo Developer,Y,491
10393,"Sr. Tester, Technology",Y,492
10394,Software Development Engineer I,Y,493
10395,Estimator,Y,494
10396,Senior Research Fellow,Y,495
10397,Payments Data Analyst,Y,496
10398,Postdoctoral Scholar Employee,Y,497
10399,Senior .Net Developer,Y,498
10400,Technical Manager,Y,499
10401,DEVELOPER USER INTERFACE,Y,500
10402,Manager Software Engineering,Y,501
10403,"Director, RE/Facilities",Y,502
10404,SR. SALESFORCE PLATFORM MANAGER,Y,503
10405,Critical Care Unit Registered Nurse,Y,504
10406,Sr. Silicon Design Engineer,Y,505
10407,Sr. Mechanical Engineer – Injection Molded Plastics,Y,506
10408,"MTS 1, Business Systems Analyst",Y,507
10409,Medical Technologist II,Y,508
10410,Sr. Supplier Engineer 1,Y,509
10411,Scheduler,Y,510
10412,"Software Engineer, GBI",Y,511
10413,Data Scientist,Y,512
10414,Process Engineer,Y,513
10415,Senior Specialist - Software Engineering ,Y,514
10416,LIMS Developer,N,515
10417,SOFTWARE PROGRAMMER II,Y,516
10418,"Senior Manager, Marketing Operations and Analytics",Y,517
10419,Consultant,Y,518
10420,Process Engineer,Y,519
10421,Sr Software Engineer,Y,520
10422,Staff Product Designer,Y,521
10423,"Engineer IV, Software",Y,522
10424,Senior Software QA Engineer,Y,523
10425,Test Consultant 3,Y,524
10426,Technology Lead - US ,Y,525
10427,Manager,Y,526
10428,Software Engineer,Y,527
10429,Hardware Engineer - 1615.60113,Y,528
10430,Application Management Senior Specialist,Y,529
10431,STAFF SOFTWARE ENGINEER,Y,530
10432,Senior Software Engineer,Y,531
10433,Physical Therapist,N,532
10434,Assistant Clinical Manager Pre-Op & Recovery,Y,533
10435,QUALITY ENGINEER,Y,534
10436,Software Developer,Y,535
10437,Senior Software Engineer,Y,536
10438,Test Consultant 2,Y,537
10439,Project Manager 3,Y,538
10440,"Engineer 3, Software Development & Engineering ",Y,539
10441,Applications Consultant 2,Y,540
10442,Software Engineer ,Y,541
10443,Software Engineer,Y,542
10444,Sr Informatica Developer,Y,543
10445,"ANALYST, NA SERVICE OPS ANALYTICS",Y,544
10446,Component Design Engineer,Y,545
10447,Director Data Analysis,Y,546
10448,Software Engineer,Y,547
10449,Post-Doctoral Associate,Y,548
10450,Associate Director for Pittsburgh Cytogenetics Laboratory,Y,549
10451,"Senior Professional I (M), L&D Operation",Y,550
10452,IT Service Operations,Y,551
10453,Data Migration Solutions Architect,Y,552
10454,Senior Manager – IT Applications,Y,553
10455,Product Manager,Y,554
10456,Software Java Engineer 3,Y,555
10457,Software Engineer (QA Architect),Y,556
10458,Advisory Senior Consultant,Y,557
10459,Senior Technical Program Manager,Y,558
10460,Quality Assurance Analyst Specialist,Y,559
10461,Project Engineer II,Y,560
10462,Software Developer,Y,561
10463,Sr. Staff Software Engineer,Y,562
10464,Software Developer,Y,563
10465,Senior Systems Analyst JC60,Y,564
10466,Physical Therapist,Y,565
10467,Project Manager,Y,566
10468,Physician,Y,567
10469,PRODUCT OWNER,Y,568
10470,MDM Business Analyst,Y,569
10471,Dentist,N,570
10472,Software Development Engineer I,Y,571
10473,Software Engineer,Y,572
10474,Assistant Professor,Y,573
10475,Software Engineer,Y,574
10476,"Sr Manager, IT Business Intelligence",Y,575
10477,"Manager, Data Science",Y,576
10478,Senior ETL Developer  (Sr Manager - IT Project Management),Y,577
10479,Communications Director,Y,578
10480,QA Engineer,Y,579
10481,Software Development Engineer II,Y,580
10482,ADVANCED SOFTWARE DEVELOPER,Y,581
10483,"Software Engineer, Systems Infrastructure",Y,582
10484,Staff Software Architect ,Y,583
10485,Software Engineer - CAS-77594-V9Q6B9,Y,584
10486,MTS Product Development Engineer,Y,585
10487,SENIOR DEVOPS ENGINEER,Y,586
10488,Senior Full Stack Engineer,Y,587
10489,Technical Project/Program Mgmt Engineer,Y,588
10490,Senior QA Automation Engineer,Y,589
10491,QA BATCH RECORD REVIEW,Y,590
10492,SENIOR DATABASE ADMINISTRATOR,Y,591
10493,Scrum Master (IT Project Managers),Y,592
10494,Principal Network Operations,Y,593
10495,Postdoctoral Associate,Y,594
10496,Software Engineer,Y,595
10497,DENTAL SERVICES MANAGER,Y,596
10498,"Sr. Software Development Engineer, Test (Sr. SDET)",Y,597
10499,ASSOCIATE SOFTWARE ENGINEER,Y,598
10500,PeopleSoft Workflow Developer  Senior,Y,599
10501,Accountants and Auditors - KBGFJG165623-1,Y,600
10502,Staff Software Performance Engineer,Y,601
10503,Tenure Track Assistant Professor ,Y,602
10504,Senior Computer Vision Engineer,Y,603
10505,Senior Accountant,Y,604
10506,Quality Assurance Engineer,Y,605
10507,Senior Validation Engineers,Y,606
10508,"Software Developers, Applications",Y,607
10509,Project Manager,Y,608
10510,Software Engineer,Y,609
10511,Business Systems Analyst,Y,610
10512,Sr. Architect - Software,Y,611
10513,Integrated Strategist,Y,612
10514,Data & Analytics Lead,Y,613
10515,Manufacturing Controls Engineering Manager ,Y,614
10516,"VICE PRESIDENT, SOFTWARE ENGINEER",Y,615
10517,Software Developer III,Y,616
10518,Software Developer,Y,617
10519,Software Engineer,Y,618
10520,Site Reliability Engineer ,Y,619
10521,Senior Data Engineer,Y,620
10522,PRODUCT MANAGER,Y,621
10523,Software Engineering Senior Advisor,Y,622
10524,Sr. Peoplesoft SME,Y,623
10525,Sr Informatica Developer,Y,624
10526,Software Architect,Y,625
10527,Research Engineer / RAE Software Engineer,Y,626
10528,Application Developer,Y,627
10529,"Senior Manager, Data Engineering ",Y,628
10530,"Manager, Clinical Studies",Y,629
10531,Data Scientist,Y,630
10532,IT Consultant (Azure DevOps Engineer),Y,631
10533,Senior Software Engineer,Y,632
10534,Sr. Actuarial Associate,Y,633
10535,Engineering Leader - Digital Factory Automation & Control ,Y,634
10536,Software Engineer,Y,635
10537,Software Developer,Y,636
10538,Computer Specialist/System Support And Development Admin 4,Y,637
10539,Software Engineer,Y,638
10540,Senior Manufacturing Engineer,Y,639
10541,Research Assistant Professor,Y,640
10542,Sr. Design Engineer - Software,Y,641
10543,Program Manager,Y,642
10544,Business Insights Analyst,Y,643
10545,Software Developer,Y,644
10546,Senior Systems Analyst JC60,Y,645
10547,Principal Consultant - Infrastructure Management - US ,Y,646
10548,IT Data Scientist ,Y,647
10549,Software Engineer,Y,648
10550,"Software Developer, Applications",Y,649
10551,DATA ANALYST & OPERATION RESEARCH ANALYST,Y,650
10552,"Senior Manager, Data Engineering ",Y,651
10553,Hardware Development Engineer III,Y,652
10554,"Senior Manager, SEC Reporting & Technical Accounting",Y,653
10555,IT Project Manager,N,654
10556,Engineering Manager,Y,655
10557,Data Enterprise Architect,Y,656
10558,Associate Accountant,Y,657
10559,Specialist Master,Y,658
10560,Consultant - US ,Y,659
10561,PLANNER,Y,660
10562,Lead Offensive Security Engineer,Y,661
10563,Software Engineer,Y,662
10564,"Software Engineer, Senior",Y,663
10565,Senior Mechanical Engineer I,Y,664
10566,"VP, Engineering",Y,665
10567,Director of Policy and Operations,N,666
10568,Product Manager,Y,667
10569,Senior Business Analyst,Y,668
10570,Junior In-Circuit Test Engineer,Y,669
10571,Senior ETL Developer,Y,670
10572,"Developer, Technology",Y,671
10573,Product Manager III,Y,672
10574,JAVA ANALYST 2,Y,673
10575,Senior Big Data Software Engineer,Y,674
10576,SENIOR SUPPLY CHAIN DATA ENGINEER,Y,675
10577,Grade 7-12 Spanish Teacher,Y,676
10578,Princ Engr-Sys Architecture,Y,677
10579,Manager of Field Application Specialists - Mid-Atlantic,Y,678
10580,Product Designer ,Y,679
10581,Quality Engineer,Y,680
10582,Solutions Architect,Y,681
10583,Applications Development Senior Programmer Analyst,Y,682
10584,Software Engineer,Y,683
10585,SOFTWARE ENGINEER,Y,684
10586,Software Engineer ,Y,685
10587,Quality Assurance (QA) Director,Y,686
10588,"MTS 1, Business Systems Analyst",Y,687
10589,Associate Partner (Management Consultant),Y,688
10590,Instrumentation/Control Engineer 5,Y,689
10591,Senior Financial Analyst,Y,690
10592,Product Marketing Manager,Y,691
10593,Dist Engr - Software Development,Y,692
10594,Software Developer,Y,693
10595,"Software Engineer, Systems Infrastructure",Y,694
10596,Sr Data Engineer,Y,695
10597,OMS Systems Engineer,Y,696
10598,Project Manager ,Y,697
10599,Service Engineer,Y,698
10600,STAFF SOFTWARE DEVELOPMENT ENGINEER,Y,699
10601,IT TECHNICAL RECRUITER,Y,700
10602,"Senior Director, Product Management",Y,701
10603,Embedded C Developer,Y,702
10604,Product Manager III - Technical,Y,703
10605,"Manager, Data Science Forecasting",Y,704
10606,Mgr-Prog & Proj Mgmt,Y,705
10607,IT Staff Software Engineer,Y,706
10608,Lead Software Engineer,Y,707
10609,Project Manager,Y,708
10610,"People Systems, Sr. Consultant",Y,709
10611,Quality Engineer,Y,710
10612,Senior Solution Specialist,Y,711
10613,Senior Software Engineer,Y,712
10614,CRM Analyst,Y,713
10615,Software Analyst,N,714
10616,Silicon Engineer,Y,715
10617,Industrial Engineer,Y,716
10618,Business Intelligence Analyst,Y,717
10619,Sr Application Developer,Y,718
10620,Workforce Solution Consultant,Y,719
10621,Postdoctoral Fellow,Y,720
10622,Senior Automation Engineer,Y,721
10623,Professional Application Designer ,Y,722
10624,Data Engineer,Y,723
10625,Software Development Engineer II,Y,724
10626,Backend Engineer,Y,725
10627,Physical Therapist,Y,726
10628,Applications Consultant 3,Y,727
10629,Software Engineer Advanced ,Y,728
10630,Sr. Product Manager,Y,729
10631,Senior Research Investigator,Y,730
10632,Product Manager I,Y,731
10633,Operations Research Analysts - KBGFJG148126-2,Y,732
10634,Product Manager,Y,733
10635,Instructor,Y,734
10636,Data Engineer,Y,735
10637,INDUSTRIAL ENGINEER,Y,736
10638,Software Engineer ,Y,737
10639,Financial Investment Analyst,Y,738
10640,Manager JC50 - Management Analysts,Y,739
10641,Data Analyst 3,Y,740
10642,Research Engineer II,Y,741
10643,Software Development Engineer- Applications,Y,742
10644,Senior Database Administrator ,Y,743
10645,Software Development Engineer II,Y,744
10646,Senior Systems Analyst JC60,Y,745
10647,Policy Specialist 4,Y,746
10648,DB ARCHITECT 2,Y,747
10649,Information Technology Director,Y,748
10650,DevOps Engineer,Y,749
10651,Software Engineer,Y,750
10652,Software Engineer,Y,751
10653,Senior Software Developer,Y,752
10654,Associate Director,Y,753
10655,Specialist Master,Y,754
10656,VISITING ASSOCIATE,Y,755
10657,Instrumentation Engineer,Y,756
10658,ASSOCIATE SOFTWARE ENGINEER,Y,757
10659,Software Integration Engineer,Y,758
10660,Sr. Quality Engineer,Y,759
10661,Researcher IV,Y,760
10662,Research Associate,Y,761
10663,REAL ESTATE DEVELOPMENT MANAGER,N,762
10664,Senior Interior Designer,Y,763
10665,Sr. Systems Engineer,Y,764
10666,Scientist II,Y,765
10667,IAM Engineer/Developer,Y,766
10668,Instructor,Y,767
10669,Senior Site Reliability Engineer ,Y,768
10670,Sr. Java Developer,Y,769
10671,Data Intelligence Manager,Y,770
10672,Product Management Advisor,Y,771
10673,Digital Art Director – Creative Specialist,Y,772
10674,Assistant Project Scientist,Y,773
10675,Senior Java Developer,Y,774
10676,Senior Accountant,Y,775
10677,SR. SAP SOLUTIONS ARCHITECT,Y,776
10678,Senior Engineer,Y,777
10679,Electrical Engineer II,Y,778
10680,Software Engineer - CAS-17373-X5S1M8,Y,779
10681,Manufacturing Engineer,Y,780
10682,Hardware Engineer - CAS-66067-J7N2G8,Y,781
10683,"Sr. Manager, HR Systems & Analytics",Y,782
10684,Technical Specialist ,Y,783
10685,"Manager, Solution Architecture",Y,784
10686,"Manager 2, Software Development and Engineering",Y,785
10687,"Software Developer, Applications",Y,786
10688,Lead EQS Consultant - US ,Y,787
10689,Product Manager,Y,788
10690,Systems Analyst - IV,Y,789
10691,Staff Machine Learning Researcher Engineer,Y,790
10692,Sr. QA Analyst,Y,791
10693,Sr. Project Analyst,Y,792
10694,Postdoctoral Associate,Y,793
10695,Elementary Bilingual Teacher ,Y,794
10696,Software Development Senior Specialist,Y,795
10697,Enterprise Consultant Senior,Y,796
10698,"Signature Success Engineer Principal, Tier 3",Y,797
10699,Associate Attorney,Y,798
10700,JAVA Developer,Y,799
10701,Software Engineer in Test,Y,800
10702,Chief Financial Officer,Y,801
10703,Applications Programming Manager,Y,802
10704,Solutions Architect I,Y,803
10705,Lead Application Developer,Y,804
10706,"Principal Engineer, ASIC Development Engineering  ",Y,805
10707,Postdoctoral Fellow,Y,806
10708,Device Certification Engineer ,Y,807
10709,Financial Analyst III,Y,808
10710,Project Engineer,Y,809
10711,System Architect - III,Y,810
10712,SENIOR SOFTWARE ENGINEER,Y,811
