Employee_Change_Id,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,Employee_Id
282,0,0,0,0,0,1,10147
283,1,0,0,0,0,0,10148
284,0,0,0,0,0,1,10149
285,1,0,0,0,0,0,10150
286,1,0,0,0,0,0,10151
287,1,0,0,0,0,0,10152
288,1,0,0,0,0,0,10153
289,0,1,0,0,0,0,10154
290,0,1,0,0,0,0,10155
291,1,0,0,0,0,0,10156
292,0,1,0,0,0,0,10157
293,1,0,0,0,0,0,10158
294,0,0,0,0,1,0,10159
295,1,0,0,0,0,0,10160
296,1,0,0,0,0,0,10161
297,0,0,0,0,0,1,10162
298,0,0,1,0,0,0,10163
299,0,0,0,0,1,0,10164
300,0,0,0,0,0,1,10165
301,0,0,0,0,1,0,10166
302,1,0,0,0,0,0,10167
303,0,0,0,0,1,0,10168
304,1,0,0,0,0,0,10169
305,0,0,0,0,0,1,10170
306,0,0,1,0,0,0,10171
307,1,0,0,0,0,0,10172
308,0,1,0,0,0,0,10173
309,0,1,0,0,0,0,10174
310,0,1,0,0,0,0,10175
311,0,0,0,0,1,0,10176
312,2,0,0,0,0,0,10177
313,1,0,0,0,0,0,10178
314,1,0,0,0,0,0,10179
315,0,1,0,0,0,0,10180
316,0,0,0,0,1,0,10181
317,1,0,0,0,0,0,10182
318,0,1,0,0,0,0,10183
319,0,0,0,0,0,1,10184
320,0,0,1,0,0,0,10185
321,1,0,0,0,0,0,10186
322,0,1,0,0,0,0,10187
323,0,0,0,0,1,0,10188
324,0,0,0,0,1,0,10189
325,0,1,0,0,0,0,10190
326,0,0,0,0,1,0,10191
327,0,1,0,0,0,0,10192
328,0,0,0,0,0,1,10193
329,0,0,0,0,0,1,10194
330,1,0,0,0,0,0,10195
331,0,0,0,0,1,0,10196
332,0,0,1,0,0,0,10197
333,0,0,0,0,1,0,10198
334,0,0,0,0,1,0,10199
335,0,0,0,0,0,1,10200
336,1,0,0,0,0,0,10201
337,0,0,0,0,0,1,10202
338,1,0,0,0,0,0,10203
339,0,1,0,0,0,0,10204
340,0,0,0,0,1,0,10205
341,1,0,0,0,0,0,10206
342,0,0,0,0,1,0,10207
343,0,0,0,0,1,0,10208
344,0,1,0,0,0,0,10209
345,1,0,0,0,0,0,10210
346,0,0,0,0,1,0,10211
347,1,0,0,0,0,0,10212
348,0,1,0,0,0,0,10213
349,0,0,0,0,1,0,10214
350,0,1,0,0,0,0,10215
351,1,0,0,0,0,0,10216
352,0,0,0,0,1,0,10217
353,0,0,0,0,1,0,10218
354,0,0,0,0,1,0,10219
355,0,1,0,0,0,0,10220
356,0,0,0,0,0,1,10221
357,2,2,2,0,2,2,10222
358,0,0,0,0,1,0,10223
359,1,0,0,0,0,0,10224
360,0,1,0,0,0,0,10225
361,1,0,0,0,0,0,10226
362,0,0,0,0,0,1,10227
363,0,0,0,0,0,1,10228
364,0,0,1,0,0,0,10229
365,0,0,0,0,0,1,10230
366,0,0,1,0,0,0,10231
367,0,0,0,0,0,1,10232
368,0,1,0,0,0,0,10233
369,0,0,0,0,1,0,10234
370,1,0,0,0,0,0,10235
371,1,0,0,0,0,0,10236
372,0,0,0,0,1,0,10237
373,0,0,0,0,1,0,10238
374,0,1,0,0,0,0,10239
375,0,0,0,0,0,1,10240
376,1,0,0,0,0,0,10241
377,0,0,0,0,0,1,10242
378,1,0,0,0,0,0,10243
379,0,0,0,0,0,1,10244
380,1,0,0,0,0,0,10245
381,1,0,0,0,0,0,10246
382,0,0,0,0,1,0,10247
383,0,0,0,0,1,0,10248
384,1,0,0,0,0,0,10249
385,0,1,0,0,0,0,10250
386,0,1,0,0,0,0,10251
387,0,0,0,0,1,0,10252
388,0,0,0,0,1,0,10253
389,0,1,0,0,0,0,10254
390,0,0,0,0,1,0,10255
391,0,0,0,0,0,1,10256
392,0,1,0,0,0,0,10257
393,0,0,0,0,1,0,10258
394,1,0,0,0,0,0,10259
395,0,0,0,0,0,1,10260
396,0,0,0,0,1,0,10261
397,0,0,0,0,1,0,10262
398,1,0,0,0,0,0,10263
399,0,1,0,0,0,0,10264
400,1,0,0,0,0,0,10265
401,0,0,0,0,0,1,10266
402,0,0,0,0,1,0,10267
403,0,0,0,0,1,0,10268
404,4,4,4,0,4,4,10269
405,50,0,0,0,0,0,10270
406,0,0,0,0,1,0,10271
407,0,0,0,0,1,0,10272
408,0,1,0,0,0,0,10273
409,1,0,0,0,0,0,10274
410,1,0,0,0,0,0,10275
411,0,0,0,0,1,0,10276
412,0,0,0,0,0,1,10277
413,1,0,0,0,0,0,10278
414,0,0,0,1,0,0,10279
415,0,0,0,0,1,0,10280
416,0,0,0,0,1,0,10281
417,0,0,0,0,0,1,10282
418,0,0,1,0,0,0,10283
419,0,1,0,0,0,0,10284
420,0,0,0,0,1,0,10285
421,1,0,0,0,0,0,10286
422,0,0,0,0,0,1,10287
423,0,0,0,0,1,0,10288
424,1,0,0,0,0,0,10289
425,0,0,0,0,1,0,10290
426,0,1,0,0,0,0,10291
427,0,0,0,1,0,0,10292
428,0,0,0,0,1,0,10293
429,0,0,0,0,1,0,10294
430,0,0,0,0,1,0,10295
431,0,0,0,0,1,0,10296
432,0,0,0,0,1,0,10297
433,1,0,0,0,0,0,10298
434,1,0,0,0,0,0,10299
435,0,0,0,0,0,1,10300
436,1,0,0,0,0,0,10301
437,0,0,1,0,0,0,10302
438,0,0,0,0,1,0,10303
439,0,0,0,0,1,0,10304
440,0,1,0,0,0,0,10305
441,0,0,0,0,0,1,10306
442,1,0,0,0,0,0,10307
443,0,0,0,0,0,1,10308
444,0,0,0,0,1,0,10309
445,0,0,0,0,1,0,10310
446,1,0,0,0,0,0,10311
447,0,0,0,0,1,0,10312
448,0,0,1,0,0,0,10313
449,0,0,0,0,1,0,10314
450,0,1,0,0,0,0,10315
451,0,0,0,0,1,0,10316
452,0,0,0,0,1,0,10317
453,0,1,0,0,0,0,10318
454,1,0,0,0,0,0,10319
455,0,1,0,0,0,0,10320
456,0,1,0,0,0,0,10321
457,0,0,1,0,0,0,10322
458,0,1,0,0,0,0,10323
459,1,0,0,0,0,0,10324
460,1,0,0,0,0,0,10325
461,0,0,0,0,0,1,10326
462,0,1,0,0,0,0,10327
463,0,1,0,0,0,0,10328
464,1,0,0,0,0,0,10329
465,0,0,1,0,0,0,10330
466,0,0,0,0,1,0,10331
467,1,0,0,0,0,0,10332
468,0,1,0,0,0,0,10333
469,1,0,0,0,0,0,10334
470,0,0,0,0,1,0,10335
471,0,0,0,0,1,0,10336
472,0,0,0,0,1,0,10337
473,1,0,0,0,0,0,10338
474,1,0,0,0,0,0,10339
475,0,0,0,0,0,1,10340
476,1,0,0,0,0,0,10341
477,0,1,0,0,0,0,10342
478,0,0,0,0,0,1,10343
479,0,1,0,0,0,0,10344
480,1,0,0,0,0,0,10345
481,0,1,0,0,0,0,10346
482,0,0,0,0,0,1,10347
483,0,0,0,0,1,0,10348
484,0,0,0,1,0,0,10349
485,0,0,0,0,1,0,10350
486,0,0,0,0,0,1,10351
487,0,0,0,0,1,0,10352
488,1,0,0,0,0,0,10353
489,0,0,0,0,1,0,10354
490,1,0,0,0,0,0,10355
491,0,0,0,0,1,0,10356
492,0,0,0,0,1,0,10357
493,1,0,0,0,0,0,10358
494,1,0,0,0,0,0,10359
495,0,0,0,0,1,0,10360
496,0,1,0,0,0,0,10361
497,0,0,0,0,1,0,10362
498,0,1,0,0,0,0,10363
499,0,1,0,0,1,1,10364
500,0,0,0,0,1,0,10365
501,0,0,0,0,0,1,10366
502,1,0,0,0,0,0,10367
503,1,0,0,0,0,0,10368
504,0,0,0,0,0,1,10369
505,0,0,0,0,1,0,10370
506,0,0,0,0,1,0,10371
507,0,1,0,0,0,0,10372
508,0,1,0,0,0,0,10373
509,0,1,0,0,0,0,10374
510,0,0,0,0,1,0,10375
511,0,1,0,0,0,0,10376
512,0,4,0,0,0,0,10377
513,0,0,0,0,1,0,10378
514,0,0,1,0,0,0,10379
515,0,1,0,0,0,0,10380
516,0,0,0,0,1,0,10381
517,0,0,1,0,0,0,10382
518,0,0,0,0,0,1,10383
519,0,0,0,0,1,0,10384
520,1,0,0,0,0,0,10385
521,0,0,0,0,0,1,10386
522,0,0,0,0,0,1,10387
523,1,0,0,0,0,0,10388
524,1,0,0,0,0,0,10389
525,1,0,0,0,0,0,10390
526,0,0,0,0,1,0,10391
527,0,0,0,0,1,0,10392
528,0,0,0,0,0,1,10393
529,0,0,0,0,1,0,10394
530,0,0,0,0,0,1,10395
531,1,0,0,0,0,0,10396
532,0,1,0,0,0,0,10397
533,1,0,0,0,0,0,10398
534,1,0,0,0,0,0,10399
535,0,1,0,0,0,0,10400
536,0,1,0,0,0,0,10401
537,0,0,0,0,0,1,10402
538,0,0,0,0,0,1,10403
539,0,0,0,0,1,0,10404
540,0,1,0,0,0,0,10405
541,0,0,0,0,1,0,10406
542,0,0,0,0,1,0,10407
543,0,0,0,0,1,0,10408
544,1,0,0,0,0,0,10409
545,0,0,0,0,1,0,10410
546,1,0,0,0,0,0,10411
547,0,0,0,0,1,0,10412
548,0,0,0,0,1,0,10413
549,0,0,0,0,1,0,10414
550,0,0,0,0,1,0,10415
551,0,0,0,0,1,0,10416
552,0,0,0,0,1,0,10417
553,0,0,0,0,0,1,10418
554,0,0,0,0,1,0,10419
555,0,0,1,0,0,0,10420
556,0,1,0,0,0,0,10421
557,0,0,0,0,1,0,10422
558,0,0,0,0,1,0,10423
559,4,4,4,0,4,4,10424
560,1,0,0,0,0,0,10425
561,0,0,0,0,0,25,10426
562,0,0,0,0,1,0,10427
563,0,0,1,0,0,0,10428
564,0,0,0,0,0,1,10429
565,0,1,0,0,0,0,10430
566,0,1,0,0,0,0,10431
567,0,0,0,0,0,1,10432
568,1,0,0,0,0,0,10433
569,1,0,0,0,0,0,10434
570,0,0,0,0,0,1,10435
571,0,0,0,0,1,0,10436
572,0,0,0,0,1,0,10437
573,1,0,0,0,0,0,10438
574,1,0,0,0,0,0,10439
575,0,1,0,0,0,0,10440
576,1,0,0,0,0,0,10441
577,0,0,0,0,1,0,10442
578,0,0,0,0,1,0,10443
579,0,0,0,0,0,1,10444
580,0,0,0,0,1,0,10445
581,0,0,1,0,0,0,10446
582,0,0,0,0,0,1,10447
583,0,0,0,0,1,0,10448
584,1,0,0,0,0,0,10449
585,1,0,0,0,0,0,10450
586,0,0,0,0,1,0,10451
587,1,0,0,0,0,0,10452
588,0,0,0,0,0,1,10453
589,0,1,0,0,0,0,10454
590,0,0,0,0,0,1,10455
591,0,0,0,0,1,0,10456
592,0,0,0,0,1,0,10457
593,1,0,0,0,1,1,10458
594,0,0,0,0,1,0,10459
595,0,0,0,0,1,0,10460
596,0,0,0,0,1,0,10461
597,1,0,0,0,0,0,10462
598,0,1,0,0,0,0,10463
599,0,0,0,0,1,0,10464
600,1,0,0,0,0,0,10465
601,1,0,0,0,0,0,10466
602,0,0,0,0,1,0,10467
603,0,0,0,0,1,0,10468
604,0,0,0,0,1,0,10469
605,0,0,0,0,1,0,10470
606,0,0,0,0,1,0,10471
607,0,0,0,0,1,0,10472
608,0,0,0,0,0,1,10473
609,1,0,0,0,0,0,10474
610,0,0,0,0,0,1,10475
611,0,0,1,0,0,0,10476
612,0,0,0,0,0,1,10477
613,0,1,0,0,0,0,10478
614,0,1,0,0,0,0,10479
615,0,0,0,0,1,0,10480
616,0,0,0,0,1,0,10481
617,2,2,2,0,2,2,10482
618,0,0,0,0,1,0,10483
619,1,0,0,0,0,0,10484
620,0,0,0,0,1,0,10485
621,0,0,0,0,1,0,10486
622,0,0,1,0,0,0,10487
623,0,0,0,0,1,0,10488
624,0,1,0,0,0,0,10489
625,0,0,0,0,1,0,10490
626,0,0,0,0,1,0,10491
627,2,2,2,0,2,2,10492
628,0,0,0,0,0,1,10493
629,0,1,0,0,0,0,10494
630,1,0,0,0,0,0,10495
631,0,1,0,0,0,0,10496
632,1,0,0,0,0,0,10497
633,0,0,0,0,1,0,10498
634,0,0,0,0,1,0,10499
635,0,0,1,0,0,1,10500
636,0,0,0,0,1,0,10501
637,0,0,0,0,1,0,10502
638,1,0,0,0,0,0,10503
639,1,0,0,0,0,0,10504
640,0,0,0,0,1,0,10505
641,0,0,0,0,1,0,10506
642,1,0,0,0,0,0,10507
643,0,1,0,0,0,0,10508
644,0,0,0,0,1,0,10509
645,0,0,0,0,1,0,10510
646,1,0,0,0,0,0,10511
647,0,1,0,0,0,0,10512
648,1,0,0,0,0,0,10513
649,0,0,0,0,1,0,10514
650,0,0,0,0,0,1,10515
651,0,0,0,0,0,1,10516
652,0,0,0,0,1,0,10517
653,0,0,0,0,1,0,10518
654,0,0,0,0,1,0,10519
655,1,0,0,0,0,0,10520
656,0,0,0,0,1,0,10521
657,0,0,0,0,1,0,10522
658,0,0,0,0,1,0,10523
659,0,0,0,0,1,0,10524
660,0,0,0,0,0,1,10525
661,0,0,0,0,1,0,10526
662,0,0,0,0,0,1,10527
663,1,0,0,0,0,0,10528
664,0,0,0,0,0,1,10529
665,0,0,0,0,0,1,10530
666,0,0,0,0,1,0,10531
667,1,0,0,0,0,0,10532
668,0,0,0,0,1,0,10533
669,0,0,0,0,1,0,10534
670,1,0,0,0,0,0,10535
671,0,0,0,0,0,1,10536
672,0,0,0,0,1,0,10537
673,0,0,0,0,0,1,10538
674,0,1,0,0,0,0,10539
675,0,0,1,0,0,0,10540
676,0,1,0,0,0,0,10541
677,0,1,0,0,0,0,10542
678,1,0,0,0,0,0,10543
679,0,0,0,0,0,1,10544
680,0,0,0,0,0,1,10545
681,0,0,0,0,0,1,10546
682,0,0,0,0,0,25,10547
683,0,0,0,0,1,0,10548
684,0,0,0,0,0,1,10549
685,0,0,0,0,0,1,10550
686,1,0,0,0,0,0,10551
687,0,0,0,0,0,1,10552
688,0,0,0,0,1,0,10553
689,0,0,0,0,1,0,10554
690,0,0,0,0,0,1,10555
691,0,0,0,0,1,0,10556
692,0,0,0,0,1,0,10557
693,1,0,0,0,0,0,10558
694,0,0,0,0,1,0,10559
695,1,0,0,0,0,0,10560
696,0,0,1,0,0,0,10561
697,0,0,0,0,1,0,10562
698,0,0,0,0,1,0,10563
699,0,1,0,0,0,0,10564
700,1,0,0,0,0,0,10565
701,0,0,0,0,1,0,10566
702,0,0,0,1,0,0,10567
703,0,0,0,0,1,0,10568
704,0,0,0,0,0,1,10569
705,1,0,0,0,0,0,10570
706,1,0,0,0,0,0,10571
707,0,0,0,0,1,0,10572
708,0,0,0,0,1,0,10573
709,0,0,0,0,1,0,10574
710,1,1,1,0,1,1,10575
711,0,0,0,1,0,0,10576
712,1,0,0,0,0,0,10577
713,0,0,0,0,1,0,10578
714,0,0,0,0,1,0,10579
715,0,0,0,0,1,0,10580
716,0,0,0,0,1,0,10581
717,50,0,0,0,0,0,10582
718,0,0,0,0,1,0,10583
719,0,0,0,0,1,0,10584
720,0,0,0,0,0,1,10585
721,0,0,0,0,1,0,10586
722,0,0,0,0,0,1,10587
723,0,0,0,0,1,0,10588
724,0,1,0,0,0,0,10589
725,0,1,0,0,0,0,10590
726,0,0,0,0,1,0,10591
727,0,1,0,0,0,0,10592
728,0,0,0,0,1,0,10593
729,0,0,1,0,0,0,10594
730,0,0,0,0,1,0,10595
731,1,0,0,0,0,0,10596
732,0,0,0,0,1,0,10597
733,1,2,1,0,1,1,10598
734,1,0,0,0,0,0,10599
735,0,0,0,0,1,0,10600
736,1,0,0,0,0,0,10601
737,1,0,0,0,0,0,10602
738,1,0,0,0,0,0,10603
739,0,0,0,0,1,0,10604
740,0,0,0,0,1,0,10605
741,0,0,0,0,0,1,10606
742,0,1,0,0,0,0,10607
743,0,1,0,0,0,0,10608
744,0,0,0,0,1,0,10609
745,0,0,0,0,1,0,10610
746,0,1,0,0,0,0,10611
747,0,0,0,0,1,0,10612
748,0,1,0,0,0,0,10613
749,0,1,0,0,0,0,10614
750,0,0,0,0,1,0,10615
751,0,1,0,0,0,0,10616
752,0,0,0,0,0,1,10617
753,1,0,0,0,0,0,10618
754,0,0,0,0,0,1,10619
755,0,1,0,0,0,0,10620
756,0,1,0,0,0,0,10621
757,1,0,0,0,0,0,10622
758,0,0,0,0,0,1,10623
759,0,0,0,0,1,0,10624
760,0,0,0,0,1,0,10625
761,0,0,0,0,1,0,10626
762,0,1,0,0,0,0,10627
763,0,0,0,0,0,1,10628
764,1,0,0,0,0,0,10629
765,0,0,0,0,1,0,10630
766,0,0,0,0,0,1,10631
767,1,0,0,0,0,0,10632
768,0,0,0,0,0,1,10633
769,0,0,0,0,1,0,10634
770,1,0,0,0,0,0,10635
771,0,1,0,0,0,0,10636
772,0,0,0,0,0,1,10637
773,0,0,0,0,1,0,10638
774,0,0,0,0,1,0,10639
775,1,0,0,0,0,0,10640
776,1,0,0,0,0,0,10641
777,0,0,0,0,0,1,10642
778,0,1,0,0,0,0,10643
779,0,1,0,0,0,0,10644
780,0,0,0,0,1,0,10645
781,0,0,0,0,0,1,10646
782,0,0,0,0,1,0,10647
783,1,0,0,0,0,0,10648
784,0,1,0,0,0,0,10649
785,1,0,0,0,0,0,10650
786,0,0,1,0,0,0,10651
787,0,1,0,0,0,0,10652
788,1,1,1,1,1,1,10653
789,0,1,0,0,0,0,10654
790,0,1,0,0,0,0,10655
791,0,1,0,0,0,0,10656
792,0,1,0,0,0,0,10657
793,0,0,0,0,1,0,10658
794,1,0,0,0,0,0,10659
795,0,0,1,0,0,0,10660
796,0,1,0,0,0,0,10661
797,1,0,0,0,0,0,10662
798,0,0,0,0,0,1,10663
799,0,0,0,0,1,0,10664
800,0,0,0,0,1,0,10665
801,0,0,0,0,1,0,10666
802,1,0,0,0,0,0,10667
803,1,0,0,0,0,0,10668
804,0,0,0,0,1,0,10669
805,1,0,0,0,0,0,10670
806,0,1,0,0,0,0,10671
807,0,0,0,0,1,0,10672
808,0,0,1,0,0,0,10673
809,0,0,0,0,1,0,10674
810,1,0,0,0,0,0,10675
811,0,0,0,0,1,0,10676
812,0,1,0,0,0,0,10677
813,0,1,0,0,0,0,10678
814,0,0,0,0,1,0,10679
815,1,0,0,0,0,0,10680
816,0,0,0,0,0,1,10681
817,0,1,0,0,0,0,10682
818,0,0,0,0,0,1,10683
819,0,0,1,0,0,0,10684
820,0,1,0,0,0,0,10685
821,0,0,1,0,0,0,10686
822,0,0,0,0,0,1,10687
823,25,0,0,0,0,0,10688
824,0,0,0,0,0,1,10689
825,0,1,0,0,0,0,10690
826,5,0,15,0,15,15,10691
827,1,0,0,0,0,0,10692
828,0,0,0,0,1,0,10693
829,0,1,0,0,0,0,10694
830,1,0,0,0,0,0,10695
831,0,1,0,0,0,0,10696
832,0,1,0,0,0,0,10697
833,0,0,0,0,1,0,10698
834,0,0,0,0,1,0,10699
835,1,0,0,0,0,0,10700
836,0,0,0,0,1,0,10701
837,1,0,0,0,0,0,10702
838,0,0,0,0,1,0,10703
839,0,0,1,0,0,0,10704
840,0,1,0,0,0,0,10705
841,5,5,5,0,5,5,10706
842,1,0,0,0,0,0,10707
843,0,0,0,0,1,0,10708
844,0,0,0,0,1,0,10709
845,0,1,0,0,0,0,10710
846,1,0,0,0,0,0,10711
847,0,0,0,0,0,1,10712
848,0,0,0,0,0,1,10713
849,0,0,0,0,0,1,10714
850,0,0,0,0,1,0,10715
851,0,0,0,0,1,0,10716
852,0,0,0,0,1,0,10717
853,0,0,0,0,0,1,10718
854,1,0,0,0,0,0,10719
855,0,1,0,0,0,0,10720
856,1,0,0,0,0,0,10721
857,0,1,0,0,0,0,10722
858,1,0,0,0,0,0,10723
859,0,0,0,0,1,0,10724
860,4,4,4,0,4,4,10725
861,0,0,0,0,1,0,10726
862,0,0,0,0,1,0,10727
863,0,0,0,0,1,0,10728
864,0,0,0,0,0,1,10729
865,0,1,0,0,0,0,10730
866,0,0,0,0,1,0,10731
867,0,0,0,0,1,0,10732
868,0,0,0,0,0,1,10733
869,0,0,0,0,0,1,10734
870,0,1,0,0,0,0,10735
871,0,1,0,0,0,0,10736
872,0,0,0,0,1,0,10737
873,0,0,0,0,0,1,10738
874,0,0,0,0,1,0,10739
875,0,0,0,0,0,1,10740
876,1,0,0,0,0,0,10741
877,0,1,0,0,0,0,10742
878,0,0,0,0,1,0,10743
879,0,0,0,0,1,0,10744
880,0,0,1,0,0,0,10745
881,0,1,0,0,0,0,10746
882,0,1,0,0,0,0,10747
883,0,0,0,0,1,0,10748
884,0,1,0,0,0,0,10749
885,0,0,0,0,1,0,10750
886,0,1,0,0,0,0,10751
887,0,0,0,0,0,1,10752
888,0,0,0,0,1,0,10753
889,1,0,0,0,0,0,10754
890,0,0,0,0,1,0,10755
891,0,1,0,0,0,0,10756
892,0,0,0,0,1,0,10757
893,1,0,0,0,0,0,10758
894,1,0,0,0,0,0,10759
895,0,0,0,0,0,1,10760
896,0,0,0,0,1,0,10761
897,0,0,0,0,1,0,10762
898,1,0,0,0,0,0,10763
899,0,0,0,0,1,0,10764
900,0,0,0,0,0,1,10765
901,0,0,0,0,0,1,10766
902,0,0,0,0,0,1,10767
903,0,1,0,0,0,0,10768
904,0,1,0,0,0,0,10769
905,0,0,0,0,0,1,10770
906,0,0,0,0,1,0,10771
907,0,0,0,0,1,0,10772
908,0,0,0,0,1,0,10773
909,1,0,0,0,0,0,10774
910,0,0,0,0,1,0,10775
911,1,0,0,0,0,0,10776
912,1,0,0,0,0,0,10777
913,0,0,0,0,1,0,10778
914,0,0,0,0,1,0,10779
915,0,0,0,0,1,0,10780
916,0,1,0,0,0,0,10781
917,0,0,0,0,1,0,10782
918,0,0,0,0,1,0,10783
919,0,0,0,0,1,0,10784
920,0,0,0,0,1,0,10785
921,0,0,0,0,1,0,10786
922,0,0,0,0,50,0,10787
923,0,0,0,0,0,1,10788
924,0,1,0,0,0,0,10789
925,0,0,0,0,0,1,10790
926,1,0,0,0,0,0,10791
927,1,0,0,0,0,0,10792
928,0,1,0,0,1,0,10793
929,1,0,0,0,0,0,10794
930,0,0,0,0,1,0,10795
931,0,0,0,0,1,0,10796
932,0,0,0,0,0,1,10797
933,0,0,0,0,1,0,10798
934,0,1,0,0,0,0,10799
935,0,0,0,0,0,1,10800
936,1,0,0,0,0,0,10801
937,0,0,0,0,1,0,10802
938,1,0,0,0,0,0,10803
939,0,0,0,0,1,0,10804
940,1,0,0,0,0,0,10805
941,0,0,0,0,0,1,10806
942,0,0,0,0,1,0,10807
943,0,1,0,0,0,0,10808
944,0,0,0,0,0,1,10809
